City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,batagay,67.6333,134.6333,-10.19,100,96,0.92,RU,1681677935
364,vanimo,-2.6741,141.3028,25.39,89,100,1.74,PG,1681677935
365,champerico,14.3,-91.9167,37.3,54,2,6.55,GT,1681677936
366,susanville,40.4163,-120.653,15.91,37,0,3.6,US,1681677936
367,svetlogorsk,52.6333,29.7333,7.11,85,100,2.99,BY,1681677938
368,kloulklubed,7.0419,134.2556,24.28,69,100,3.3,PW,1681677938
369,fairbanks,64.8378,-147.7164,-0.6,63,75,2.06,US,1681677855
370,konongo,6.6167,-1.2167,23.18,95,100,1.05,GH,1681677938
371,krasnoselkup,65.7,82.4667,-19.09,90,37,5.86,RU,1681677939
372,dharchula,29.85,80.5333,17.84,33,4,3.78,IN,1681677939
373,ternate,0.8,127.4,27.18,77,76,1.88,ID,1681677939
374,amapa,1.0,-52.0,23.38,95,100,0.76,BR,1681677878
375,merano,46.6682,11.1595,14.64,83,75,3.1,IT,1681677824
376,soyo,-6.1349,12.3689,25.66,86,92,2.86,AO,1681677940
377,ipixuna,-1.7625,-48.8043,25.26,93,100,1.74,BR,1681677940
378,zhangjiakou,40.81,114.8794,8.82,36,13,3.2,CN,1681677941
379,morondava,-20.2833,44.2833,25.43,78,0,1.88,MG,1681677941
380,lucea,18.451,-78.1736,29.92,72,19,1.27,JM,1681677941
381,auki,-8.7676,160.7034,26.6,79,94,1.65,SB,1681677942
382,road town,18.4167,-64.6167,29.05,65,40,5.14,VG,1681677421
383,aykhal,66.0,111.5,-8.81,98,100,2.41,RU,1681677942
384,athabasca,54.7169,-113.2854,16.23,42,0,6.21,CA,1681677943
385,yenagoa,4.9247,6.2642,26.1,82,99,2.4,NG,1681677943
386,ambagarh chauki,20.7833,80.7167,28.79,27,0,1.07,IN,1681677944
387,luwuk,-0.9516,122.7875,25.21,89,83,1.0,ID,1681677944
388,porto santo,33.072,-16.3415,18.21,72,40,5.66,PT,1681677944
389,dudinka,69.4058,86.1778,-21.88,100,56,2.54,RU,1681677944
390,beloha,-25.1667,45.05,18.79,69,64,2.61,MG,1681677945
391,beyneu,45.3167,55.2,3.51,43,0,2.98,KZ,1681677678
392,vestmannaeyjar,63.4427,-20.2734,8.7,96,100,15.38,IS,1681677945
393,uarini,-2.99,-65.1083,27.26,92,99,0.86,BR,1681677946
394,havre-saint-pierre,50.2334,-63.5986,2.2,64,100,3.09,CA,1681677946
395,traiguen,-38.25,-72.6833,14.22,46,0,6.04,CL,1681677946
396,kieta,-6.2167,155.6333,26.26,69,69,1.05,PG,1681677946
397,aleksandrovskoye,44.7142,43.0008,2.78,59,82,9.0,RU,1681677946
398,mecca,21.4267,39.8261,27.57,60,2,1.46,SA,1681677947
399,ucluelet,48.9329,-125.5528,6.72,90,100,4.59,CA,1681677947
400,fortuna,40.5982,-124.1573,12.19,74,95,3.0,US,1681677947
401,avera,33.194,-82.5271,25.86,65,94,6.06,US,1681677947
402,ambatofinandrahana,-20.55,46.8,14.03,96,19,1.86,MG,1681677948
403,boca do acre,-8.7522,-67.3978,28.35,82,100,0.38,BR,1681677948
404,gamarra,8.3228,-73.7427,33.85,45,98,1.07,CO,1681677948
405,russell,32.3502,-85.1999,24.6,68,0,2.57,US,1681677938
406,porto novo,6.4965,2.6036,29.9,79,91,3.41,BJ,1681677949
407,tigil,57.8,158.6667,-0.74,91,99,2.65,RU,1681677949
408,key west,24.5557,-81.7826,29.0,74,0,6.17,US,1681677881
409,vardo,70.3705,31.1107,-1.01,69,0,1.03,NO,1681677949
410,rafai,4.95,23.9167,22.0,87,84,1.24,CF,1681677950
411,nagato,34.3833,131.2,10.66,78,5,2.47,JP,1681677950
412,tual,-5.6667,132.75,28.4,75,23,3.13,ID,1681677950
413,rumonge,-3.9736,29.4386,21.14,86,64,1.46,BI,1681677951
414,port-cartier,50.0334,-66.8654,4.3,84,95,4.21,CA,1681677951
415,bulaevo,54.9056,70.4439,-1.58,58,69,3.95,KZ,1681677951
416,geraldton,-28.7667,114.6,12.23,94,100,2.57,AU,1681677951
417,ituporanga,-27.4144,-49.6025,19.3,99,80,0.34,BR,1681677952
418,assiniboia,49.6334,-105.9845,11.9,28,100,5.66,CA,1681677712
419,san-pedro,4.7485,-6.6363,27.36,85,52,3.48,CI,1681677952
420,carupano,10.6678,-63.2585,27.14,72,100,6.7,VE,1681677953
421,notre-dame-du-lac,47.6136,-68.7964,14.19,95,100,2.23,CA,1681677953
422,hohhot,40.8106,111.6522,10.16,50,0,2.0,CN,1681677953
423,kalmunai,7.4167,81.8167,25.93,83,4,2.79,LK,1681677953
424,victor harbor,-35.5667,138.6167,12.6,81,7,5.12,AU,1681677954
425,tautira,-17.7333,-149.15,27.36,77,42,4.06,PF,1681677954
426,port-gentil,-0.7193,8.7815,25.98,94,40,4.12,GA,1681677954
427,shenjiamen,29.9576,122.298,13.86,94,2,5.99,CN,1681677955
428,valkeala,60.9401,26.7979,3.22,44,0,0.51,FI,1681677955
429,plettenberg bay,-34.0527,23.3716,15.75,71,0,1.21,ZA,1681677955
430,ust-kulom,61.6864,53.6902,-0.83,92,100,2.49,RU,1681677955
431,abu kamal,34.4506,40.9171,22.05,30,0,2.23,SY,1681677955
432,bousso,10.4795,16.7117,31.84,26,72,2.49,TD,1681677956
433,rylsk,51.5655,34.6822,6.5,67,99,3.66,RU,1681677956
434,benton harbor,42.1167,-86.4542,8.36,80,100,10.8,US,1681677952
435,corning,42.1428,-77.0547,27.29,44,0,3.09,US,1681677916
436,sibolga,1.7427,98.7792,24.59,88,100,1.57,ID,1681677957
437,saint-joseph,-21.3667,55.6167,23.21,81,19,2.88,RE,1681677957
438,almenara,-16.1836,-40.6944,27.47,65,77,2.66,BR,1681677836
439,isangel,-19.55,169.2667,27.61,85,100,7.59,VU,1681677957
440,cordele,31.9635,-83.7824,24.28,80,100,5.14,US,1681677950
441,san quintin,30.4833,-115.95,16.98,69,0,7.81,MX,1681677958
442,bandarbeyla,9.4942,50.8122,27.44,71,19,3.14,SO,1681677958
443,san rafael,-34.6177,-68.3301,20.29,35,1,4.22,AR,1681677912
444,valleyview,55.0667,-117.2859,15.02,25,77,3.09,CA,1681677943
445,fort-shevchenko,44.5086,50.263,7.61,47,0,2.62,KZ,1681677959
446,hofu,34.05,131.5667,8.68,86,0,2.33,JP,1681677959
447,sistranda,63.7256,8.834,6.98,82,81,4.54,NO,1681677959
448,oum hadjer,13.2954,19.6966,34.57,17,72,2.52,TD,1681677960
449,bichena,10.45,38.2,14.74,74,98,1.45,ET,1681677960
450,gamba,-2.65,10.0,25.53,90,100,1.28,GA,1681677960
451,maltahohe,-24.8333,16.9833,21.49,33,54,2.33,NA,1681677960
452,angoche,-16.2325,39.9086,25.46,77,96,4.85,MZ,1681677961
453,acajutla,13.5928,-89.8275,30.9,59,97,3.68,SV,1681677961
454,ndele,8.4109,20.6473,25.38,69,100,3.04,CF,1681677961
455,piranhas,-16.4269,-51.8222,27.67,69,96,1.48,BR,1681677961
456,boone,39.0334,-92.3335,9.14,60,100,2.24,US,1681677962
457,kulhudhuffushi,6.6221,73.07,27.83,78,1,1.69,MV,1681677962
458,santa cruz de tenerife,28.4682,-16.2546,20.73,87,75,8.75,ES,1681677962
459,richards bay,-28.783,32.0377,17.86,86,0,2.62,ZA,1681677963
460,nara,34.6851,135.8049,10.28,63,90,3.5,JP,1681677963
461,humberto de campos,-2.5983,-43.4611,25.64,91,100,1.58,BR,1681677963
462,bangui,4.3612,18.555,23.1,94,94,0.72,CF,1681677964
463,klyuchi,52.2667,79.1667,-3.61,92,100,3.79,RU,1681677964
464,tilichiki,60.4667,166.1,-3.96,92,100,3.59,RU,1681677964
465,ust-maya,60.4167,134.5333,-3.36,84,87,3.3,RU,1681677965
466,karachi,24.9056,67.0822,25.9,73,100,3.6,PK,1681677965
467,dabakala,8.3667,-4.4333,31.01,43,100,1.86,CI,1681677965
468,srednekolymsk,67.45,153.6833,-9.91,86,31,0.64,RU,1681677965
469,padang,-0.9492,100.3543,25.44,84,100,1.04,ID,1681677966
470,nuuk,64.1835,-51.7216,1.34,80,20,6.17,GL,1681677711
471,poronaysk,49.2167,143.1167,-0.19,68,100,8.95,RU,1681677966
472,kenai,60.5544,-151.2583,6.05,60,0,3.09,US,1681677967
473,kysyl-syr,63.8986,122.7617,-2.1,96,100,3.28,RU,1681677967
474,saint-georges,12.0564,-61.7485,28.82,65,20,8.75,GD,1681677967
475,riyadh,24.6877,46.7219,22.08,54,100,1.59,SA,1681677855
476,jiamusi,46.8333,130.35,1.52,58,39,1.6,CN,1681677968
477,buraydah,26.326,43.975,21.25,65,50,3.49,SA,1681677969
478,den helder,52.9599,4.7593,8.34,93,100,4.92,NL,1681677969
479,bartica,6.4,-58.6167,28.18,82,96,2.01,GY,1681677970
480,san ramon,37.7799,-121.978,18.86,58,0,6.17,US,1681677730
481,high level,58.5169,-117.136,12.06,40,75,5.14,CA,1681677897
482,tasiilaq,65.6145,-37.6368,1.09,76,100,3.38,GL,1681677972
483,yunhe,34.0833,119.7167,11.42,53,8,5.59,CN,1681677973
484,yulara,-25.2406,130.9889,12.3,61,0,3.55,AU,1681677973
485,imbituba,-28.24,-48.6703,21.52,94,89,5.38,BR,1681677943
486,kandrian,-6.2167,149.55,24.96,83,79,2.23,PG,1681677974
487,the valley,18.217,-63.0578,28.23,74,40,5.14,AI,1681677975
488,olafsvik,64.8945,-23.7142,7.04,94,100,10.41,IS,1681677975
489,kerema,-7.9631,145.7785,25.03,82,94,1.41,PG,1681677975
490,rorvik,64.8621,11.2373,3.99,93,20,1.03,NO,1681677975
491,barcelos,41.5388,-8.6151,19.91,74,2,1.76,PT,1681677976
492,guerrero,17.6667,-100.0,32.75,22,35,1.29,MX,1681677976
493,honningsvag,70.9821,25.9704,2.86,87,75,1.54,NO,1681677976
494,zalantun,48.0,122.7167,2.28,48,93,1.3,CN,1681677976
495,lavrentiya,65.5833,-171.0,-13.82,86,22,0.41,RU,1681677977
496,kokoda,-8.8785,147.7407,22.74,85,100,0.94,PG,1681677977
497,eyl,7.9803,49.8164,27.64,73,54,4.77,SO,1681677977
498,bom jesus,-9.0744,-44.3586,30.0,35,64,2.01,BR,1681677791
499,calamar,10.2511,-74.9146,30.63,59,100,6.57,CO,1681677978
500,tura,25.5198,90.2201,25.77,36,7,2.77,IN,1681677978
501,charters towers,-20.1,146.2667,21.39,67,96,3.63,AU,1681677978
502,isabela,6.7085,121.9711,26.38,81,98,1.44,PH,1681677978
503,asfi,32.2994,-9.2372,19.17,63,0,5.47,MA,1681677979
504,basco,20.4487,121.9702,25.62,85,97,6.21,PH,1681677979
505,brae,60.3964,-1.353,7.46,94,82,6.08,GB,1681677979
506,bomi,7.2461,-11.5258,26.74,86,100,1.31,SL,1681677980
507,ahuimanu,21.4447,-157.8378,27.84,69,0,5.14,US,1681677980
508,tabriz,38.08,46.2919,11.7,43,0,6.17,IR,1681677980
509,marystown,47.1666,-55.1483,4.64,71,16,3.53,CA,1681677981
510,nizwa,22.9333,57.5333,26.76,29,23,0.73,OM,1681677981
511,dingle,10.9995,122.6711,25.23,86,31,0.3,PH,1681677981
512,tanggul,-8.1645,113.4525,23.49,95,97,0.94,ID,1681677982
513,bunia,1.5667,30.25,18.91,81,100,1.36,CD,1681677982
514,arman,59.7,150.1667,-4.56,92,84,2.18,RU,1681677982
515,springbok,-29.6643,17.8865,19.75,12,0,3.02,ZA,1681677983
516,kajaani,64.2273,27.7285,-2.97,68,0,0.51,FI,1681677505
517,venezuela,8.0,-66.0,35.8,31,84,4.88,VE,1681677983
518,ciudad real,39.0,-4.0,13.9,41,3,1.66,ES,1681677984
519,sibu,2.3,111.8167,25.17,100,40,0.0,MY,1681677984
520,seka,17.9285,103.9552,25.19,82,73,1.68,TH,1681677984
521,marawi,7.9986,124.2928,20.19,92,55,0.99,PH,1681677985
522,westport,41.1415,-73.3579,22.04,79,40,4.63,US,1681677809
523,sur,22.5667,59.5289,27.08,64,0,1.41,OM,1681677389
524,osmena,10.5208,119.9258,27.63,71,89,0.57,PH,1681677986
525,maumere,-8.6199,122.2111,25.96,83,100,2.16,ID,1681677986
526,ormara,25.2088,64.6357,25.58,75,44,5.2,PK,1681677986
527,necochea,-38.5473,-58.7368,13.57,64,4,3.7,AR,1681677987
528,shimoda,34.6667,138.95,12.84,72,25,8.91,JP,1681677939
529,senanga,-16.1167,23.2667,19.75,49,36,3.23,ZM,1681677987
530,maniago,46.1706,12.7078,11.56,72,100,2.29,IT,1681677987
531,port hardy,50.6996,-127.4199,5.1,93,100,5.66,CA,1681677737
532,poum,-20.2333,164.0167,26.24,86,92,8.92,NC,1681677988
533,husavik,66.0449,-17.3389,4.74,93,100,3.9,IS,1681677988
534,drumheller,51.4617,-112.7101,17.63,19,8,3.6,CA,1681677937
535,santo estevao,-12.4303,-39.2514,25.9,57,67,4.23,BR,1681677860
536,kollam,8.8833,76.6,26.62,86,3,1.49,IN,1681677809
537,pacifica,37.6138,-122.4869,18.84,64,40,6.69,US,1681677990
538,parabel,58.6978,81.4825,-10.0,95,100,3.18,RU,1681677990
539,ayan,56.45,138.1667,-7.56,92,94,2.39,RU,1681677990
540,sungai besar,3.6746,100.9867,25.59,89,100,2.4,MY,1681677991
541,thunder bay,48.4001,-89.3168,-1.01,80,100,4.63,CA,1681677827
542,majene,-3.5403,118.9707,25.61,81,100,1.24,ID,1681677991
543,juneau,58.3019,-134.4197,9.12,76,75,4.12,US,1681677302
544,mbandaka,0.0487,18.2603,22.21,98,100,2.23,CD,1681677991
